variant,variant_order,candidate_facility_count,fixed_facility_count,forbidden_facility_count,candidate_facility_fraction,fixed_facilities,forbidden_facilities,model_build_seconds,objective_value,solve_seconds,total_variant_seconds,evaluated_replacements,open_facilities_count,open_facilities,status,error_message,instance_group,instance,reoptimization_instance,instance_id,n,p,edge_weight_type,raw_path,reference_source,reference_cost,reference_facilities,metaheuristic_runtime_seconds,structure_extraction_runtime_seconds,pre_reoptimization_seconds,removed_facility,removed_facility_zero_based,removal_position,remaining_reference_facilities,remaining_reference_facilities_count,source_ltm_size,top_fraction,top_solution_count,top_cost_cutoff,full_ltm_cost_min,full_ltm_cost_max,top_ltm_cost_min,top_ltm_cost_max,replacement_pool_strategy,replacement_pool_reference_variant,replacement_pool_target_size,replacement_pool_available_candidate_count,replacement_pool_shortfall,replacement_pool_excluded_best_facilities,memory_strategy,overlap_with_reference_count,overlap_with_reference_fraction,dropped_reference_facilities_count,new_facilities_count,dropped_reference_facilities,new_facilities,total_pipeline_seconds,analysis_memory_size,analysis_memory_min_cost,analysis_memory_max_cost,analysis_solution_count,analysis_swap_edges,analysis_component_count,analysis_largest_component_size,analysis_smallest_component_size,analysis_is_connected,cooccurrence_active_nodes,cooccurrence_edges,cooccurrence_total_weight,max_k_cut_ignored_nodes,max_k_cut_fraction_cut,max_k_cut_best_facility_separation,pre_connection_component_count,pre_connection_solution_count,post_connection_solution_count,post_connection_component_count,trajectory_added_solution_count,trajectory_movement_count,trajectory_generated_out_of_range_count,trajectory_connection_edge_count,guard_fallback_used,best_component_solution_count,best_component_selection_reason,max_k_cut_removed_group_found,max_k_cut_removed_group_size,max_k_cut_replacement_pool_size,max_k_cut_removed_group,max_k_cut_replacement_pool,max_k_cut_groups_formatted,baseline_status,baseline_objective_value,baseline_total_variant_seconds,baseline_total_pipeline_seconds,gap_to_baseline_percent,time_delta_to_baseline_seconds,baseline_is_optimal
max_k_cut_pairwise_range_guard,6,1,4,1,0.004424778761061947,7 93 131 171,48,0.0,396591.0,0.00024800499977573054,0.00024800499977573054,1,5,7 27 93 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_1__facility_49,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,49,48,1,7 93 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_pairwise_range_guard,1.0,1.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,48,27,0.9100080819998766,30.0,396560.0,397137.0,30.0,79.0,1.0,30.0,30.0,True,12.0,52.0,300.0,214.0,1.0,1.0,2.0,42.0,30.0,1.0,0.0,0.0,2.0,1.0,True,30.0,exact_best_solution_match,1.0,2.0,1.0,27 48,27,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101,OPTIMAL,396591.0,0.022333197000079963,0.9320932740001808,0.0,-0.022085192000304232,True
random_original_pool_size,7,1,4,1,0.004424778761061947,7 93 131 171,48,0.0,409717.0,0.0003029950003110571,0.0003029950003110571,1,5,7 34 93 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_1__facility_49,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,49,48,1,7 93 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,random_original_pool_size,max_k_cut_original,1.0,221.0,0.0,7 48 93 131 171,top_ltm_original,4,0.8,1,1,48,34,0.9100630720004119,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,2.0,1.0,27 48,34,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,396591.0,0.022333197000079963,0.9320932740001808,3.3097069777175983,-0.022030201999768906,True
nearest_original_pool_size,8,1,4,1,0.004424778761061947,7 93 131 171,48,0.0,398452.0,0.00018495199947210494,0.00018495199947210494,1,5,7 47 93 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_1__facility_49,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,49,48,1,7 93 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,nearest_original_pool_size,max_k_cut_original,1.0,221.0,0.0,7 48 93 131 171,top_ltm_original,4,0.8,1,1,48,47,0.909945028999573,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,2.0,1.0,27 48,47,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,396591.0,0.022333197000079963,0.9320932740001808,0.4692491761033407,-0.022148245000607858,True
baseline_all_facilities,1,221,4,1,0.9778761061946902,7 48 131 171,93,0.0,396931.0,0.01896722299989051,0.01896722299989051,221,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,93,92,0.9287272999999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,0.0,True
max_k_cut_original,2,3,4,1,0.01327433628318584,7 48 131 171,93,0.0,396931.0,0.0006583120002687792,0.0006583120002687792,3,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_original,3.0,3.0,0.0,,top_ltm_original,4,0.8,1,1,93,92,0.9104183890003696,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,92 93 101 149,92 101 149,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,-0.01830891099962173,True
max_k_cut_mst_trajectory,3,3,4,1,0.01327433628318584,7 48 131 171,93,0.0,396931.0,0.0004901849997622776,0.0004901849997622776,3,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_mst_trajectory,3.0,3.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,93,92,0.9102502619998631,44.0,396560.0,407075.0,44.0,107.0,1.0,44.0,44.0,True,19.0,91.0,440.0,207.0,1.0,1.0,2.0,42.0,44.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,4.0,3.0,92 93 101 149,92 101 149,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,-0.018477038000128232,True
max_k_cut_pairwise_trajectory,4,3,4,1,0.01327433628318584,7 48 131 171,93,0.0,396931.0,0.0004500209997786442,0.0004500209997786442,3,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_pairwise_trajectory,3.0,3.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,93,92,0.9102100979998795,44.0,396560.0,407075.0,44.0,107.0,1.0,44.0,44.0,True,19.0,91.0,440.0,207.0,1.0,1.0,2.0,42.0,44.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,4.0,3.0,92 93 101 149,92 101 149,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,-0.018517202000111865,True
max_k_cut_mst_range_guard,5,2,4,1,0.008849557522123894,7 48 131 171,93,0.0,396931.0,0.0003352740004629595,0.0003352740004629595,2,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_mst_range_guard,2.0,2.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,93,92,0.9100953510005638,30.0,396560.0,397137.0,30.0,79.0,1.0,30.0,30.0,True,12.0,52.0,300.0,214.0,1.0,1.0,2.0,42.0,30.0,1.0,0.0,0.0,2.0,1.0,True,30.0,exact_best_solution_match,1.0,3.0,2.0,92 93 101,92 101,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,-0.01863194899942755,True
max_k_cut_pairwise_range_guard,6,2,4,1,0.008849557522123894,7 48 131 171,93,0.0,396931.0,0.00034047600001940737,0.00034047600001940737,2,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_pairwise_range_guard,2.0,2.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,93,92,0.9101005530001203,30.0,396560.0,397137.0,30.0,79.0,1.0,30.0,30.0,True,12.0,52.0,300.0,214.0,1.0,1.0,2.0,42.0,30.0,1.0,0.0,0.0,2.0,1.0,True,30.0,exact_best_solution_match,1.0,3.0,2.0,92 93 101,92 101,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,-0.018626746999871102,True
random_original_pool_size,7,3,4,1,0.01327433628318584,7 48 131 171,93,0.0,443530.0,0.000457768999694963,0.000457768999694963,3,5,7 48 131 150 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,random_original_pool_size,max_k_cut_original,3.0,221.0,0.0,7 48 93 131 171,top_ltm_original,4,0.8,1,1,93,150,0.9102178459997958,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,92 93 101 149,27 102 150,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,11.739823798090852,-0.018509454000195547,True
nearest_original_pool_size,8,3,4,1,0.01327433628318584,7 48 131 171,93,0.0,396931.0,0.0003164529998684884,0.0003164529998684884,3,5,7 48 92 131 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,94,93,2,7 48 131 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,nearest_original_pool_size,max_k_cut_original,3.0,221.0,0.0,7 48 93 131 171,top_ltm_original,4,0.8,1,1,93,92,0.9100765299999694,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,92 93 101 149,92 100 101,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,396931.0,0.01896722299989051,0.9287272999999914,0.0,-0.01865077000002202,True
baseline_all_facilities,1,221,4,1,0.9778761061946902,7 48 93 171,131,0.0,397206.0,0.019450539999525063,0.019450539999525063,221,5,7 48 93 129 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,131,129,0.9292106169996259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,0.0,0.0,True
max_k_cut_original,2,4,4,1,0.017699115044247787,7 48 93 171,131,0.0,413061.0,0.0006247119999898132,0.0006247119999898132,4,5,7 48 93 171 208,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_original,4.0,4.0,0.0,,top_ltm_original,4,0.8,1,1,131,208,0.9103847890000907,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,5.0,4.0,131 206 207 208 209,206 207 208 209,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,3.9916315463512637,-0.01882582799953525,True
max_k_cut_mst_trajectory,3,2,4,1,0.008849557522123894,7 48 93 171,131,0.0,448096.0,0.0015900140006124275,0.0015900140006124275,2,5,7 48 93 109 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_mst_trajectory,2.0,2.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,131,109,0.9113500910007133,44.0,396560.0,407075.0,44.0,107.0,1.0,44.0,44.0,True,19.0,91.0,440.0,207.0,1.0,1.0,2.0,42.0,44.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,3.0,2.0,109 117 131,109 117,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,12.811991762460789,-0.017860525998912635,True
max_k_cut_pairwise_trajectory,4,2,4,1,0.008849557522123894,7 48 93 171,131,0.0,448096.0,0.0003489119999358081,0.0003489119999358081,2,5,7 48 93 109 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_pairwise_trajectory,2.0,2.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,131,109,0.9101089890000367,44.0,396560.0,407075.0,44.0,107.0,1.0,44.0,44.0,True,19.0,91.0,440.0,207.0,1.0,1.0,2.0,42.0,44.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,3.0,2.0,109 117 131,109 117,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,12.811991762460789,-0.019101627999589255,True
max_k_cut_mst_range_guard,5,0,4,1,0.0,7 48 93 171,131,0.0,,1.820699981180951e-05,1.820699981180951e-05,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_mst_range_guard,0.0,0.0,0.0,,top_ltm_mst_trajectory_range_guard,0,0.0,5,0,7 48 93 131 171,,0.9097782839999127,30.0,396560.0,397137.0,30.0,79.0,1.0,30.0,30.0,True,12.0,52.0,300.0,214.0,1.0,1.0,2.0,42.0,30.0,1.0,0.0,0.0,2.0,1.0,True,30.0,exact_best_solution_match,1.0,1.0,0.0,131,,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,,-0.019432332999713253,True
max_k_cut_pairwise_range_guard,6,0,4,1,0.0,7 48 93 171,131,0.0,,5.709000106435269e-06,5.709000106435269e-06,0,0,,INFEASIBLE_POOL,The max-k-cut group that contains the removed facility has no replacement candidate after forbidding the removed facility.,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_pairwise_range_guard,0.0,0.0,0.0,,top_ltm_pairwise_trajectory_range_guard,0,0.0,5,0,7 48 93 131 171,,0.9097657860002073,30.0,396560.0,397137.0,30.0,79.0,1.0,30.0,30.0,True,12.0,52.0,300.0,214.0,1.0,1.0,2.0,42.0,30.0,1.0,0.0,0.0,2.0,1.0,True,30.0,exact_best_solution_match,1.0,1.0,0.0,131,,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,,-0.019444830999418627,True
random_original_pool_size,7,4,4,1,0.017699115044247787,7 48 93 171,131,0.0,665019.0,0.00048653699923306704,0.00048653699923306704,4,5,7 48 81 93 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,random_original_pool_size,max_k_cut_original,4.0,221.0,0.0,7 48 93 131 171,top_ltm_original,4,0.8,1,1,131,81,0.9102466139993339,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,5.0,4.0,131 206 207 208 209,58 81 151 159,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,67.42420809353332,-0.018964003000291996,True
nearest_original_pool_size,8,4,4,1,0.017699115044247787,7 48 93 171,131,0.0,397206.0,0.00045041700013825903,0.00045041700013825903,4,5,7 48 93 129 171,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,132,131,3,7 48 93 171,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,nearest_original_pool_size,max_k_cut_original,4.0,221.0,0.0,7 48 93 131 171,top_ltm_original,4,0.8,1,1,131,129,0.9102104940002391,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,5.0,4.0,131 206 207 208 209,123 124 129 130,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,397206.0,0.019450539999525063,0.9292106169996259,0.0,-0.019000122999386804,True
baseline_all_facilities,1,221,4,1,0.9778761061946902,7 48 93 131,171,0.0,396560.0,0.0189871509992372,0.0189871509992372,221,5,7 48 93 131 172,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_4__facility_172,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,172,171,4,7 48 93 131,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,171,172,0.9287472279993381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,396560.0,0.0189871509992372,0.9287472279993381,0.0,0.0,True
max_k_cut_original,2,5,4,1,0.022123893805309734,7 48 93 131,171,0.0,396560.0,0.0008078350001596846,0.0008078350001596846,5,5,7 48 93 131 172,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_4__facility_172,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,172,171,4,7 48 93 131,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_original,5.0,5.0,0.0,,top_ltm_original,4,0.8,1,1,171,172,0.9105679120002605,42.0,396560.0,397137.0,42.0,101.0,2.0,30.0,12.0,False,19.0,88.0,420.0,207.0,1.0,1.0,,,42.0,2.0,0.0,0.0,0.0,,False,,,1.0,6.0,5.0,109 117 170 171 172 173,109 117 170 172 173,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,OPTIMAL,396560.0,0.0189871509992372,0.9287472279993381,0.0,-0.018179315999077517,True
max_k_cut_mst_trajectory,3,7,4,1,0.030973451327433628,7 48 93 131,171,0.0,396560.0,0.0012353450001683086,0.0012353450001683086,7,5,7 48 93 131 172,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_4__facility_172,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,172,171,4,7 48 93 131,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_mst_trajectory,7.0,7.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,171,172,0.9109954220002692,44.0,396560.0,407075.0,44.0,107.0,1.0,44.0,44.0,True,19.0,91.0,440.0,207.0,1.0,1.0,2.0,42.0,44.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,8.0,7.0,170 171 172 173 206 207 208 209,170 172 173 206 207 208 209,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,OPTIMAL,396560.0,0.0189871509992372,0.9287472279993381,0.0,-0.017751805999068893,True
max_k_cut_pairwise_trajectory,4,7,4,1,0.030973451327433628,7 48 93 131,171,0.0,396560.0,0.0008488000003126217,0.0008488000003126217,7,5,7 48 93 131 172,OPTIMAL,,NOT WORK,pr226,pr226__remove_pos_4__facility_172,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.8015537579994998,0.10820631900060107,0.9097600770001009,172,171,4,7 48 93 131,4,839,0.05,42,397137.0,396560.0,399778.0,396560.0,397137.0,max_k_cut_group,max_k_cut_pairwise_trajectory,7.0,7.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,171,172,0.9106088770004135,44.0,396560.0,407075.0,44.0,107.0,1.0,44.0,44.0,True,19.0,91.0,440.0,207.0,1.0,1.0,2.0,42.0,44.0,1.0,2.0,3.0,0.0,1.0,False,,,1.0,8.0,7.0,170 171 172 173 206 207 208 209,170 172 173 206 207 208 209,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,OPTIMAL,396560.0,0.0189871509992372,0.9287472279993381,0.0,-0.01813835099892458,True
