variant,variant_order,candidate_facility_count,fixed_facility_count,forbidden_facility_count,candidate_facility_fraction,fixed_facilities,forbidden_facilities,model_build_seconds,objective_value,solve_seconds,total_variant_seconds,evaluated_replacements,open_facilities_count,open_facilities,status,error_message,instance_group,instance,reoptimization_instance,instance_id,n,p,edge_weight_type,raw_path,reference_source,reference_cost,reference_facilities,metaheuristic_runtime_seconds,structure_extraction_runtime_seconds,pre_reoptimization_seconds,removed_facility,removed_facility_zero_based,removal_position,remaining_reference_facilities,remaining_reference_facilities_count,source_ltm_size,top_fraction,top_solution_count,top_cost_cutoff,full_ltm_cost_min,full_ltm_cost_max,top_ltm_cost_min,top_ltm_cost_max,replacement_pool_strategy,replacement_pool_reference_variant,replacement_pool_target_size,replacement_pool_available_candidate_count,replacement_pool_shortfall,replacement_pool_excluded_best_facilities,memory_strategy,overlap_with_reference_count,overlap_with_reference_fraction,dropped_reference_facilities_count,new_facilities_count,dropped_reference_facilities,new_facilities,total_pipeline_seconds,analysis_memory_size,analysis_memory_min_cost,analysis_memory_max_cost,analysis_solution_count,analysis_swap_edges,analysis_component_count,analysis_largest_component_size,analysis_smallest_component_size,analysis_is_connected,cooccurrence_active_nodes,cooccurrence_edges,cooccurrence_total_weight,max_k_cut_ignored_nodes,max_k_cut_fraction_cut,max_k_cut_best_facility_separation,pre_connection_component_count,pre_connection_solution_count,post_connection_solution_count,post_connection_component_count,trajectory_added_solution_count,trajectory_movement_count,trajectory_generated_out_of_range_count,trajectory_connection_edge_count,guard_fallback_used,best_component_solution_count,best_component_selection_reason,max_k_cut_removed_group_found,max_k_cut_removed_group_size,max_k_cut_replacement_pool_size,max_k_cut_removed_group,max_k_cut_replacement_pool,max_k_cut_groups_formatted,baseline_status,baseline_objective_value,baseline_total_variant_seconds,baseline_total_pipeline_seconds,gap_to_baseline_percent,time_delta_to_baseline_seconds,baseline_is_optimal
max_k_cut_pairwise_range_guard,6,4,4,1,0.02,28 41 83 95,68,0.0,97665.0,0.0005736839993915055,0.0005736839993915055,4,5,28 41 83 95 133,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_2__facility_69,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,69,68,2,28 41 83 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_pairwise_range_guard,4.0,4.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,68,133,0.8634968059996027,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,5.0,4.0,29 68 74 133 149,29 74 133 149,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97665.0,0.018043381000097725,0.8809665030003089,0.0,-0.01746969700070622,True
random_original_pool_size,7,4,4,1,0.02,28 41 83 95,68,0.0,109370.0,0.0005849290000696783,0.0005849290000696783,4,5,28 41 66 83 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_2__facility_69,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,69,68,2,28 41 83 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,random_original_pool_size,max_k_cut_original,4.0,195.0,0.0,28 41 68 83 95,top_ltm_original,4,0.8,1,1,68,66,0.8635080510002808,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,5.0,4.0,29 68 74 133 149,53 66 72 91,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97665.0,0.018043381000097725,0.8809665030003089,11.984846157784263,-0.017458452000028046,True
nearest_original_pool_size,8,4,4,1,0.02,28 41 83 95,68,0.0,97958.0,0.0007566999993287027,0.0007566999993287027,4,5,28 41 83 95 149,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_2__facility_69,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,69,68,2,28 41 83 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,nearest_original_pool_size,max_k_cut_original,4.0,195.0,0.0,28 41 68 83 95,top_ltm_original,4,0.8,1,1,68,149,0.8636798219995399,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,5.0,4.0,29 68 74 133 149,25 99 100 149,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97665.0,0.018043381000097725,0.8809665030003089,0.3000051195412891,-0.017286681000769022,True
baseline_all_facilities,1,195,4,1,0.975,28 41 68 95,83,0.0,97567.0,0.01738041200042062,0.01738041200042062,195,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,83,6,0.8803035340006318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,0.0,True
max_k_cut_original,2,5,4,1,0.025,28 41 68 95,83,0.0,97567.0,0.0006645500006925431,0.0006645500006925431,5,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_original,5.0,5.0,0.0,,top_ltm_original,4,0.8,1,1,83,6,0.8635876720009037,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,6.0,5.0,6 51 57 83 185 195,6 51 57 185 195,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,-0.016715861999728077,True
max_k_cut_mst_trajectory,3,5,4,1,0.025,28 41 68 95,83,0.0,97567.0,0.0009252460004063323,0.0009252460004063323,5,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_mst_trajectory,5.0,5.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,83,6,0.8638483680006175,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,6.0,5.0,6 51 57 83 185 195,6 51 57 185 195,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,-0.016455166000014287,True
max_k_cut_pairwise_trajectory,4,5,4,1,0.025,28 41 68 95,83,0.0,97567.0,0.0007608810001329402,0.0007608810001329402,5,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_pairwise_trajectory,5.0,5.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,83,6,0.8636840030003441,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,6.0,5.0,6 51 57 83 185 195,6 51 57 185 195,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,-0.01661953100028768,True
max_k_cut_mst_range_guard,5,5,4,1,0.025,28 41 68 95,83,0.0,97567.0,0.0007106439998096903,0.0007106439998096903,5,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_mst_range_guard,5.0,5.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,83,6,0.8636337660000208,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,6.0,5.0,6 51 57 83 185 195,6 51 57 185 195,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,-0.01666976800061093,True
max_k_cut_pairwise_range_guard,6,5,4,1,0.025,28 41 68 95,83,0.0,97567.0,0.0010097100002894877,0.0010097100002894877,5,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_pairwise_range_guard,5.0,5.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,83,6,0.8639328320005006,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,6.0,5.0,6 51 57 83 185 195,6 51 57 185 195,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,-0.016370702000131132,True
random_original_pool_size,7,5,4,1,0.025,28 41 68 95,83,0.0,102994.0,0.0006271759993978776,0.0006271759993978776,5,5,28 41 68 95 176,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,random_original_pool_size,max_k_cut_original,5.0,195.0,0.0,28 41 68 83 95,top_ltm_original,4,0.8,1,1,83,176,0.863550297999609,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,6.0,5.0,6 51 57 83 185 195,49 79 89 90 176,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,5.5623315260282675,-0.016753236001022742,True
nearest_original_pool_size,8,5,4,1,0.025,28 41 68 95,83,0.0,97567.0,0.0004938370002491865,0.0004938370002491865,5,5,6 28 41 68 95,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_3__facility_84,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,84,83,3,28 41 68 95,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,nearest_original_pool_size,max_k_cut_original,5.0,195.0,0.0,28 41 68 83 95,top_ltm_original,4,0.8,1,1,83,6,0.8634169590004603,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,6.0,5.0,6 51 57 83 185 195,6 51 56 57 168,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97567.0,0.01738041200042062,0.8803035340006318,0.0,-0.016886575000171433,True
baseline_all_facilities,1,195,4,1,0.975,28 41 68 83,95,0.0,97703.0,0.016996571999698062,0.016996571999698062,195,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,95,136,0.8799196939999092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,0.0,True
max_k_cut_original,2,3,4,1,0.015,28 41 68 83,95,0.0,97703.0,0.00047305299995059613,0.00047305299995059613,3,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_original,3.0,3.0,0.0,,top_ltm_original,4,0.8,1,1,95,136,0.8633961750001617,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,95 118 136 161,118 136 161,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,-0.016523518999747466,True
max_k_cut_mst_trajectory,3,3,4,1,0.015,28 41 68 83,95,0.0,97703.0,0.0005275940002320567,0.0005275940002320567,3,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_mst_trajectory,3.0,3.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,95,136,0.8634507160004432,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,4.0,3.0,95 118 136 161,118 136 161,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,-0.016468977999466006,True
max_k_cut_pairwise_trajectory,4,3,4,1,0.015,28 41 68 83,95,0.0,97703.0,0.0005357820000426727,0.0005357820000426727,3,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_pairwise_trajectory,3.0,3.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,95,136,0.8634589040002538,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,4.0,3.0,95 118 136 161,118 136 161,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,-0.01646078999965539,True
max_k_cut_mst_range_guard,5,3,4,1,0.015,28 41 68 83,95,0.0,97703.0,0.0005545750000237604,0.0005545750000237604,3,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_mst_range_guard,3.0,3.0,0.0,,top_ltm_mst_trajectory_range_guard,4,0.8,1,1,95,136,0.8634776970002349,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,4.0,3.0,95 118 136 161,118 136 161,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,-0.016441996999674302,True
max_k_cut_pairwise_range_guard,6,3,4,1,0.015,28 41 68 83,95,0.0,97703.0,0.0007650959996681195,0.0007650959996681195,3,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,max_k_cut_group,max_k_cut_pairwise_range_guard,3.0,3.0,0.0,,top_ltm_pairwise_trajectory_range_guard,4,0.8,1,1,95,136,0.8636882179998793,45.0,97512.0,98656.0,45.0,115.0,1.0,45.0,45.0,True,21.0,99.0,450.0,179.0,1.0,1.0,2.0,44.0,45.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,4.0,3.0,95 118 136 161,118 136 161,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,-0.016231476000029943,True
random_original_pool_size,7,3,4,1,0.015,28 41 68 83,95,0.0,100401.0,0.0008503469998686342,0.0008503469998686342,3,5,28 41 68 83 159,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,random_original_pool_size,max_k_cut_original,3.0,195.0,0.0,28 41 68 83 95,top_ltm_original,4,0.8,1,1,95,159,0.8637734690000798,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,95 118 136 161,59 159 183,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,2.7614300482073224,-0.01614622499982943,True
nearest_original_pool_size,8,3,4,1,0.015,28 41 68 83,95,0.0,97703.0,0.00042055399990204023,0.00042055399990204023,3,5,28 41 68 83 136,OPTIMAL,,WORK,kroB200,kroB200__remove_pos_4__facility_96,tsplib_kroB200_p5,200,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/kroB200.tsp,metaheuristic_best_solution,97512.0,28 41 68 83 95,0.7542136729998674,0.10870944900034374,0.8629231220002112,96,95,4,28 41 68 83,4,863,0.05,44,98098.0,97512.0,101803.0,97512.0,98098.0,nearest_original_pool_size,max_k_cut_original,3.0,195.0,0.0,28 41 68 83 95,top_ltm_original,4,0.8,1,1,95,136,0.8633436760001132,44.0,97512.0,98098.0,44.0,112.0,2.0,41.0,3.0,False,21.0,98.0,440.0,179.0,1.0,1.0,,,44.0,2.0,0.0,0.0,0.0,,False,,,1.0,4.0,3.0,95 118 136 161,91 118 136,6 51 57 83 185 195 | 29 68 74 133 149 | 95 118 136 161 | 7 28 97 | 41 119 124,OPTIMAL,97703.0,0.016996571999698062,0.8799196939999092,0.0,-0.016576017999796022,True
baseline_all_facilities,1,100,4,1,0.9523809523809523,50 78 87 102,16,0.0,32400.0,0.007675818000279833,0.007675818000279833,100,5,17 50 78 87 102,OPTIMAL,,WORK,lin105,lin105__remove_pos_0__facility_17,tsplib_lin105_p5,105,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/lin105.tsp,metaheuristic_best_solution,32395.0,16 50 78 87 102,0.18134862900024018,0.10244104399953358,0.28378967299977376,17,16,0,50 78 87 102,4,391,0.05,20,32547.0,32395.0,33440.0,32395.0,32547.0,all_facilities,all_facilities_baseline,,,,,all_facilities_baseline,4,0.8,1,1,16,17,0.2914654910000536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIMAL,32400.0,0.007675818000279833,0.2914654910000536,0.0,0.0,True
max_k_cut_original,2,7,4,1,0.06666666666666667,50 78 87 102,16,0.0,32400.0,0.001045472000441805,0.001045472000441805,7,5,17 50 78 87 102,OPTIMAL,,WORK,lin105,lin105__remove_pos_0__facility_17,tsplib_lin105_p5,105,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/lin105.tsp,metaheuristic_best_solution,32395.0,16 50 78 87 102,0.18134862900024018,0.10244104399953358,0.28378967299977376,17,16,0,50 78 87 102,4,391,0.05,20,32547.0,32395.0,33440.0,32395.0,32547.0,max_k_cut_group,max_k_cut_original,7.0,7.0,0.0,,top_ltm_original,4,0.8,1,1,16,17,0.28483514500021556,20.0,32395.0,32547.0,20.0,34.0,2.0,11.0,9.0,False,16.0,64.0,200.0,89.0,1.0,1.0,,,20.0,2.0,0.0,0.0,0.0,,False,,,1.0,8.0,7.0,12 13 16 17 24 25 33 34,12 13 17 24 25 33 34,12 13 16 17 24 25 33 34 | 46 50 | 86 87 | 78 | 14 19 102,OPTIMAL,32400.0,0.007675818000279833,0.2914654910000536,0.0,-0.006630345999838028,True
max_k_cut_mst_trajectory,3,7,4,1,0.06666666666666667,50 78 87 102,16,0.0,32400.0,0.0007630379996044212,0.0007630379996044212,7,5,17 50 78 87 102,OPTIMAL,,WORK,lin105,lin105__remove_pos_0__facility_17,tsplib_lin105_p5,105,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/lin105.tsp,metaheuristic_best_solution,32395.0,16 50 78 87 102,0.18134862900024018,0.10244104399953358,0.28378967299977376,17,16,0,50 78 87 102,4,391,0.05,20,32547.0,32395.0,33440.0,32395.0,32547.0,max_k_cut_group,max_k_cut_mst_trajectory,7.0,7.0,0.0,,top_ltm_mst_trajectory,4,0.8,1,1,16,17,0.2845527109993782,21.0,32395.0,32712.0,21.0,39.0,1.0,21.0,21.0,True,16.0,65.0,210.0,89.0,1.0,1.0,2.0,20.0,21.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,8.0,7.0,12 13 16 17 24 25 33 34,12 13 17 24 25 33 34,12 13 16 17 24 25 33 34 | 46 50 | 86 87 | 78 | 14 19 102,OPTIMAL,32400.0,0.007675818000279833,0.2914654910000536,0.0,-0.006912780000675411,True
max_k_cut_pairwise_trajectory,4,7,4,1,0.06666666666666667,50 78 87 102,16,0.0,32400.0,0.0006654159997196984,0.0006654159997196984,7,5,17 50 78 87 102,OPTIMAL,,WORK,lin105,lin105__remove_pos_0__facility_17,tsplib_lin105_p5,105,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/lin105.tsp,metaheuristic_best_solution,32395.0,16 50 78 87 102,0.18134862900024018,0.10244104399953358,0.28378967299977376,17,16,0,50 78 87 102,4,391,0.05,20,32547.0,32395.0,33440.0,32395.0,32547.0,max_k_cut_group,max_k_cut_pairwise_trajectory,7.0,7.0,0.0,,top_ltm_pairwise_trajectory,4,0.8,1,1,16,17,0.28445508899949346,21.0,32395.0,32712.0,21.0,39.0,1.0,21.0,21.0,True,16.0,65.0,210.0,89.0,1.0,1.0,2.0,20.0,21.0,1.0,1.0,2.0,0.0,1.0,False,,,1.0,8.0,7.0,12 13 16 17 24 25 33 34,12 13 17 24 25 33 34,12 13 16 17 24 25 33 34 | 46 50 | 86 87 | 78 | 14 19 102,OPTIMAL,32400.0,0.007675818000279833,0.2914654910000536,0.0,-0.007010402000560134,True
